"REF_DATE","GEO","DGUID","Farm type","Highest level of educational attainment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Prince Edward Island","2016A000211","Vegetable and melon farming [1112]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001442065","3.9.4","5","","","","0"
"2016","Prince Edward Island","2016A000211","Vegetable and melon farming [1112]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001442066","3.9.5","85","","","","0"
"2016","Prince Edward Island","2016A000211","Vegetable and melon farming [1112]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001442067","3.9.6","30","E","","","0"
"2016","Prince Edward Island","2016A000211","Vegetable and melon farming [1112]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001442068","3.9.7","55","E","","","0"
"2016","Prince Edward Island","2016A000211","Fruit and tree nut farming [1113]","All educational attainments","Farm operators","372","units ","0","v1001442069","3.10.1","215","","","","0"
"2016","Prince Edward Island","2016A000211","Fruit and tree nut farming [1113]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001442070","3.10.2","65","E","","","0"
"2016","Prince Edward Island","2016A000211","Fruit and tree nut farming [1113]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001442071","3.10.3","","F","","","0"
"2016","Prince Edward Island","2016A000211","Fruit and tree nut farming [1113]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001442072","3.10.4","30","E","","","0"
"2016","Prince Edward Island","2016A000211","Fruit and tree nut farming [1113]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001442073","3.10.5","55","E","","","0"
"2016","Prince Edward Island","2016A000211","Fruit and tree nut farming [1113]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001442074","3.10.6","","F","","","0"
"2016","Prince Edward Island","2016A000211","Fruit and tree nut farming [1113]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001442075","3.10.7","45","E","","","0"
"2016","Prince Edward Island","2016A000211","Greenhouse, nursery and floriculture production [1114]","All educational attainments","Farm operators","372","units ","0","v1001442076","3.11.1","65","E","","","0"
"2016","Prince Edward Island","2016A000211","Greenhouse, nursery and floriculture production [1114]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001442077","3.11.2","","F","","","0"
"2016","Prince Edward Island","2016A000211","Greenhouse, nursery and floriculture production [1114]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001442078","3.11.3","","F","","","0"
"2016","Prince Edward Island","2016A000211","Greenhouse, nursery and floriculture production [1114]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001442079","3.11.4","0","","","","0"
"2016","Prince Edward Island","2016A000211","Greenhouse, nursery and floriculture production [1114]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001442080","3.11.5","20","E","","","0"
"2016","Prince Edward Island","2016A000211","Greenhouse, nursery and floriculture production [1114]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001442081","3.11.6","0","","","","0"
"2016","Prince Edward Island","2016A000211","Greenhouse, nursery and floriculture production [1114]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001442082","3.11.7","30","E","","","0"
"2016","Prince Edward Island","2016A000211","Other crop farming [1119]","All educational attainments","Farm operators","372","units ","0","v1001442083","3.12.1","185","","","","0"
"2016","Prince Edward Island","2016A000211","Other crop farming [1119]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001442084","3.12.2","20","E","","","0"
"2016","Prince Edward Island","2016A000211","Other crop farming [1119]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001442085","3.12.3","65","E","","","0"
"2016","Prince Edward Island","2016A000211","Other crop farming [1119]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001442086","3.12.4","25","E","","","0"
"2016","Prince Edward Island","2016A000211","Other crop farming [1119]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001442087","3.12.5","30","E","","","0"
"2016","Prince Edward Island","2016A000211","Other crop farming [1119]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001442088","3.12.6","","F","","","0"
"2016","Prince Edward Island","2016A000211","Other crop farming [1119]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001442089","3.12.7","25","E","","","0"
"2016","Nova Scotia","2016A000212","All farm types","All educational attainments","Farm operators","372","units ","0","v1001442090","4.1.1","4630","","","","0"
"2016","Nova Scotia","2016A000212","All farm types","No certificate, diploma or degree","Farm operators","372","units ","0","v1001442091","4.1.2","650","","","","0"
"2016","Nova Scotia","2016A000212","All farm types","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001442092","4.1.3","1020","","","","0"
"2016","Nova Scotia","2016A000212","All farm types","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001442093","4.1.4","630","","","","0"
"2016","Nova Scotia","2016A000212","All farm types","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001442094","4.1.5","990","","","","0"
"2016","Nova Scotia","2016A000212","All farm types","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001442095","4.1.6","205","","","","0"
"2016","Nova Scotia","2016A000212","All farm types","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001442096","4.1.7","1140","","","","0"
"2016","Nova Scotia","2016A000212","Beef cattle ranching and farming, including feedlots  [112110]","All educational attainments","Farm operators","372","units ","0","v1001442097","4.2.1","580","","","","0"
"2016","Nova Scotia","2016A000212","Beef cattle ranching and farming, including feedlots  [112110]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001442098","4.2.2","125","","","","0"
"2016","Nova Scotia","2016A000212","Beef cattle ranching and farming, including feedlots  [112110]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001442099","4.2.3","160","","","","0"
"2016","Nova Scotia","2016A000212","Beef cattle ranching and farming, including feedlots  [112110]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001442100","4.2.4","95","","","","0"
"2016","Nova Scotia","2016A000212","Beef cattle ranching and farming, including feedlots  [112110]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001442101","4.2.5","105","","","","0"
"2016","Nova Scotia","2016A000212","Beef cattle ranching and farming, including feedlots  [112110]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001442102","4.2.6","","F","","","0"
"2016","Nova Scotia","2016A000212","Beef cattle ranching and farming, including feedlots  [112110]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001442103","4.2.7","80","","","","0"
"2016","Nova Scotia","2016A000212","Dairy cattle and milk production  [112120]","All educational attainments","Farm operators","372","units ","0","v1001442104","4.3.1","335","","","","0"
"2016","Nova Scotia","2016A000212","Dairy cattle and milk production  [112120]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001442105","4.3.2","55","E","","","0"
"2016","Nova Scotia","2016A000212","Dairy cattle and milk production  [112120]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001442106","4.3.3","125","","","","0"
"2016","Nova Scotia","2016A000212","Dairy cattle and milk production  [112120]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001442107","4.3.4","","F","","","0"
"2016","Nova Scotia","2016A000212","Dairy cattle and milk production  [112120]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001442108","4.3.5","70","","","","0"
"2016","Nova Scotia","2016A000212","Dairy cattle and milk production  [112120]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001442109","4.3.6","","F","","","0"
"2016","Nova Scotia","2016A000212","Dairy cattle and milk production  [112120]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001442110","4.3.7","60","","","","0"
"2016","Nova Scotia","2016A000212","Hog and pig farming  [1122]","All educational attainments","Farm operators","372","units ","0","v1001442111","4.4.1","15","E","","","0"
"2016","Nova Scotia","2016A000212","Hog and pig farming  [1122]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001442112","4.4.2","","F","","","0"
"2016","Nova Scotia","2016A000212","Hog and pig farming  [1122]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001442113","4.4.3","","F","","","0"
"2016","Nova Scotia","2016A000212","Hog and pig farming  [1122]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001442114","4.4.4","0","","","","0"
"2016","Nova Scotia","2016A000212","Hog and pig farming  [1122]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001442115","4.4.5","","F","","","0"
"2016","Nova Scotia","2016A000212","Hog and pig farming  [1122]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001442116","4.4.6","0","","","","0"
"2016","Nova Scotia","2016A000212","Hog and pig farming  [1122]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001442117","4.4.7","0","","","","0"
"2016","Nova Scotia","2016A000212","Poultry and egg production  [1123]","All educational attainments","Farm operators","372","units ","0","v1001442118","4.5.1","215","","","","0"
"2016","Nova Scotia","2016A000212","Poultry and egg production  [1123]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001442119","4.5.2","20","E","","","0"
"2016","Nova Scotia","2016A000212","Poultry and egg production  [1123]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001442120","4.5.3","40","E","","","0"
"2016","Nova Scotia","2016A000212","Poultry and egg production  [1123]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001442121","4.5.4","20","E","","","0"
"2016","Nova Scotia","2016A000212","Poultry and egg production  [1123]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001442122","4.5.5","50","E","","","0"
"2016","Nova Scotia","2016A000212","Poultry and egg production  [1123]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001442123","4.5.6","","F","","","0"
"2016","Nova Scotia","2016A000212","Poultry and egg production  [1123]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001442124","4.5.7","80","","","","0"
"2016","Nova Scotia","2016A000212","Sheep and goat farming  [1124]","All educational attainments","Farm operators","372","units ","0","v1001442125","4.6.1","85","","","","0"
"2016","Nova Scotia","2016A000212","Sheep and goat farming  [1124]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001442126","4.6.2","","F","","","0"
"2016","Nova Scotia","2016A000212","Sheep and goat farming  [1124]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001442127","4.6.3","","F","","","0"
"2016","Nova Scotia","2016A000212","Sheep and goat farming  [1124]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001442128","4.6.4","","F","","","0"
"2016","Nova Scotia","2016A000212","Sheep and goat farming  [1124]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001442129","4.6.5","","F","","","0"
"2016","Nova Scotia","2016A000212","Sheep and goat farming  [1124]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001442130","4.6.6","15","E","","","0"
"2016","Nova Scotia","2016A000212","Sheep and goat farming  [1124]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001442131","4.6.7","55","E","","","0"
"2016","Nova Scotia","2016A000212","Other animal production [1129]","All educational attainments","Farm operators","372","units ","0","v1001442132","4.7.1","680","","","","0"
"2016","Nova Scotia","2016A000212","Other animal production [1129]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001442133","4.7.2","85","","","","0"
"2016","Nova Scotia","2016A000212","Other animal production [1129]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001442134","4.7.3","155","","","","0"
"2016","Nova Scotia","2016A000212","Other animal production [1129]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001442135","4.7.4","65","","","","0"
"2016","Nova Scotia","2016A000212","Other animal production [1129]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001442136","4.7.5","150","","","","0"
"2016","Nova Scotia","2016A000212","Other animal production [1129]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001442137","4.7.6","65","","","","0"
"2016","Nova Scotia","2016A000212","Other animal production [1129]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001442138","4.7.7","160","","","","0"
"2016","Nova Scotia","2016A000212","Oilseed and grain farming [1111]","All educational attainments","Farm operators","372","units ","0","v1001442139","4.8.1","120","","","","0"
"2016","Nova Scotia","2016A000212","Oilseed and grain farming [1111]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001442140","4.8.2","30","E","","","0"
"2016","Nova Scotia","2016A000212","Oilseed and grain farming [1111]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001442141","4.8.3","35","E","","","0"
"2016","Nova Scotia","2016A000212","Oilseed and grain farming [1111]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001442142","4.8.4","","F","","","0"
"2016","Nova Scotia","2016A000212","Oilseed and grain farming [1111]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001442143","4.8.5","","F","","","0"
"2016","Nova Scotia","2016A000212","Oilseed and grain farming [1111]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001442144","4.8.6","","F","","","0"
"2016","Nova Scotia","2016A000212","Oilseed and grain farming [1111]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001442145","4.8.7","30","E","","","0"
"2016","Nova Scotia","2016A000212","Vegetable and melon farming [1112]","All educational attainments","Farm operators","372","units ","0","v1001442146","4.9.1","180","","","","0"
"2016","Nova Scotia","2016A000212","Vegetable and melon farming [1112]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001442147","4.9.2","","F","","","0"
"2016","Nova Scotia","2016A000212","Vegetable and melon farming [1112]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001442148","4.9.3","50","E","","","0"
"2016","Nova Scotia","2016A000212","Vegetable and melon farming [1112]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001442149","4.9.4","15","E","","","0"
"2016","Nova Scotia","2016A000212","Vegetable and melon farming [1112]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001442150","4.9.5","70","","","","0"
"2016","Nova Scotia","2016A000212","Vegetable and melon farming [1112]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001442151","4.9.6","0","","","","0"
"2016","Nova Scotia","2016A000212","Vegetable and melon farming [1112]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001442152","4.9.7","35","E","","","0"
"2016","Nova Scotia","2016A000212","Fruit and tree nut farming [1113]","All educational attainments","Farm operators","372","units ","0","v1001442153","4.10.1","1160","","","","0"
"2016","Nova Scotia","2016A000212","Fruit and tree nut farming [1113]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001442154","4.10.2","110","","","","0"
"2016","Nova Scotia","2016A000212","Fruit and tree nut farming [1113]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001442155","4.10.3","185","","","","0"
"2016","Nova Scotia","2016A000212","Fruit and tree nut farming [1113]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001442156","4.10.4","235","","","","0"
"2016","Nova Scotia","2016A000212","Fruit and tree nut farming [1113]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001442157","4.10.5","235","","","","0"
"2016","Nova Scotia","2016A000212","Fruit and tree nut farming [1113]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001442158","4.10.6","25","E","","","0"
"2016","Nova Scotia","2016A000212","Fruit and tree nut farming [1113]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001442159","4.10.7","365","","","","0"
"2016","Nova Scotia","2016A000212","Greenhouse, nursery and floriculture production [1114]","All educational attainments","Farm operators","372","units ","0","v1001442160","4.11.1","640","","","","0"
"2016","Nova Scotia","2016A000212","Greenhouse, nursery and floriculture production [1114]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001442161","4.11.2","100","","","","0"
"2016","Nova Scotia","2016A000212","Greenhouse, nursery and floriculture production [1114]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001442162","4.11.3","90","","","","0"
"2016","Nova Scotia","2016A000212","Greenhouse, nursery and floriculture production [1114]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001442163","4.11.4","100","","","","0"
"2016","Nova Scotia","2016A000212","Greenhouse, nursery and floriculture production [1114]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001442164","4.11.5","135","","","","0"
"2016","Nova Scotia","2016A000212","Greenhouse, nursery and floriculture production [1114]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001442165","4.11.6","40","E","","","0"
"2016","Nova Scotia","2016A000212","Greenhouse, nursery and floriculture production [1114]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001442166","4.11.7","175","","","","0"
"2016","Nova Scotia","2016A000212","Other crop farming [1119]","All educational attainments","Farm operators","372","units ","0","v1001442167","4.12.1","625","","","","0"
"2016","Nova Scotia","2016A000212","Other crop farming [1119]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001442168","4.12.2","105","","","","0"
"2016","Nova Scotia","2016A000212","Other crop farming [1119]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001442169","4.12.3","170","","","","0"
"2016","Nova Scotia","2016A000212","Other crop farming [1119]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001442170","4.12.4","80","","","","0"
"2016","Nova Scotia","2016A000212","Other crop farming [1119]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001442171","4.12.5","160","","","","0"
"2016","Nova Scotia","2016A000212","Other crop farming [1119]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001442172","4.12.6","","F","","","0"
"2016","Nova Scotia","2016A000212","Other crop farming [1119]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001442173","4.12.7","100","","","","0"
"2016","New Brunswick","2016A000213","All farm types","All educational attainments","Farm operators","372","units ","0","v1001442174","5.1.1","3000","","","","0"
"2016","New Brunswick","2016A000213","All farm types","No certificate, diploma or degree","Farm operators","372","units ","0","v1001442175","5.1.2","440","","","","0"
"2016","New Brunswick","2016A000213","All farm types","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001442176","5.1.3","855","","","","0"
"2016","New Brunswick","2016A000213","All farm types","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001442177","5.1.4","335","","","","0"
"2016","New Brunswick","2016A000213","All farm types","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001442178","5.1.5","700","","","","0"
"2016","New Brunswick","2016A000213","All farm types","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001442179","5.1.6","35","E","","","0"
"2016","New Brunswick","2016A000213","All farm types","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001442180","5.1.7","645","","","","0"
"2016","New Brunswick","2016A000213","Beef cattle ranching and farming, including feedlots  [112110]","All educational attainments","Farm operators","372","units ","0","v1001442181","5.2.1","375","","","","0"
"2016","New Brunswick","2016A000213","Beef cattle ranching and farming, including feedlots  [112110]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001442182","5.2.2","75","","","","0"
"2016","New Brunswick","2016A000213","Beef cattle ranching and farming, including feedlots  [112110]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001442183","5.2.3","135","","","","0"
"2016","New Brunswick","2016A000213","Beef cattle ranching and farming, including feedlots  [112110]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001442184","5.2.4","40","E","","","0"
"2016","New Brunswick","2016A000213","Beef cattle ranching and farming, including feedlots  [112110]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001442185","5.2.5","90","","","","0"
"2016","New Brunswick","2016A000213","Beef cattle ranching and farming, including feedlots  [112110]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001442186","5.2.6","","F","","","0"
"2016","New Brunswick","2016A000213","Beef cattle ranching and farming, including feedlots  [112110]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001442187","5.2.7","25","E","","","0"
"2016","New Brunswick","2016A000213","Dairy cattle and milk production  [112120]","All educational attainments","Farm operators","372","units ","0","v1001442188","5.3.1","335","","","","0"
"2016","New Brunswick","2016A000213","Dairy cattle and milk production  [112120]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001442189","5.3.2","20","E","","","0"
"2016","New Brunswick","2016A000213","Dairy cattle and milk production  [112120]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001442190","5.3.3","140","","","","0"
"2016","New Brunswick","2016A000213","Dairy cattle and milk production  [112120]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001442191","5.3.4","15","E","","","0"
"2016","New Brunswick","2016A000213","Dairy cattle and milk production  [112120]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001442192","5.3.5","60","E","","","0"
"2016","New Brunswick","2016A000213","Dairy cattle and milk production  [112120]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001442193","5.3.6","","F","","","0"
"2016","New Brunswick","2016A000213","Dairy cattle and milk production  [112120]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001442194","5.3.7","95","","","","0"
"2016","New Brunswick","2016A000213","Hog and pig farming  [1122]","All educational attainments","Farm operators","372","units ","0","v1001442195","5.4.1","15","E","","","0"
"2016","New Brunswick","2016A000213","Hog and pig farming  [1122]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001442196","5.4.2","0","","","","0"
"2016","New Brunswick","2016A000213","Hog and pig farming  [1122]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001442197","5.4.3","","F","","","0"
"2016","New Brunswick","2016A000213","Hog and pig farming  [1122]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001442198","5.4.4","0","","","","0"
"2016","New Brunswick","2016A000213","Hog and pig farming  [1122]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001442199","5.4.5","","F","","","0"
"2016","New Brunswick","2016A000213","Hog and pig farming  [1122]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001442200","5.4.6","0","","","","0"
"2016","New Brunswick","2016A000213","Hog and pig farming  [1122]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001442201","5.4.7","","F","","","0"
"2016","New Brunswick","2016A000213","Poultry and egg production  [1123]","All educational attainments","Farm operators","372","units ","0","v1001442202","5.5.1","60","","","","0"
"2016","New Brunswick","2016A000213","Poultry and egg production  [1123]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001442203","5.5.2","5","","","","0"
"2016","New Brunswick","2016A000213","Poultry and egg production  [1123]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001442204","5.5.3","20","E","","","0"
"2016","New Brunswick","2016A000213","Poultry and egg production  [1123]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001442205","5.5.4","","F","","","0"
"2016","New Brunswick","2016A000213","Poultry and egg production  [1123]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001442206","5.5.5","","F","","","0"
"2016","New Brunswick","2016A000213","Poultry and egg production  [1123]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001442207","5.5.6","","F","","","0"
"2016","New Brunswick","2016A000213","Poultry and egg production  [1123]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001442208","5.5.7","","F","","","0"
"2016","New Brunswick","2016A000213","Sheep and goat farming  [1124]","All educational attainments","Farm operators","372","units ","0","v1001442209","5.6.1","45","E","","","0"
"2016","New Brunswick","2016A000213","Sheep and goat farming  [1124]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001442210","5.6.2","","F","","","0"
"2016","New Brunswick","2016A000213","Sheep and goat farming  [1124]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001442211","5.6.3","","F","","","0"
"2016","New Brunswick","2016A000213","Sheep and goat farming  [1124]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001442212","5.6.4","","F","","","0"
"2016","New Brunswick","2016A000213","Sheep and goat farming  [1124]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001442213","5.6.5","25","E","","","0"
"2016","New Brunswick","2016A000213","Sheep and goat farming  [1124]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001442214","5.6.6","0","","","","0"
"2016","New Brunswick","2016A000213","Sheep and goat farming  [1124]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001442215","5.6.7","","F","","","0"
"2016","New Brunswick","2016A000213","Other animal production [1129]","All educational attainments","Farm operators","372","units ","0","v1001442216","5.7.1","245","","","","0"
"2016","New Brunswick","2016A000213","Other animal production [1129]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001442217","5.7.2","20","E","","","0"
"2016","New Brunswick","2016A000213","Other animal production [1129]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001442218","5.7.3","75","","","","0"
"2016","New Brunswick","2016A000213","Other animal production [1129]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001442219","5.7.4","25","E","","","0"
"2016","New Brunswick","2016A000213","Other animal production [1129]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001442220","5.7.5","50","E","","","0"
"2016","New Brunswick","2016A000213","Other animal production [1129]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001442221","5.7.6","","F","","","0"
"2016","New Brunswick","2016A000213","Other animal production [1129]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001442222","5.7.7","65","","","","0"
"2016","New Brunswick","2016A000213","Oilseed and grain farming [1111]","All educational attainments","Farm operators","372","units ","0","v1001442223","5.8.1","80","","","","0"
"2016","New Brunswick","2016A000213","Oilseed and grain farming [1111]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001442224","5.8.2","30","E","","","0"
"2016","New Brunswick","2016A000213","Oilseed and grain farming [1111]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001442225","5.8.3","","F","","","0"
"2016","New Brunswick","2016A000213","Oilseed and grain farming [1111]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001442226","5.8.4","15","E","","","0"
"2016","New Brunswick","2016A000213","Oilseed and grain farming [1111]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001442227","5.8.5","20","E","","","0"
"2016","New Brunswick","2016A000213","Oilseed and grain farming [1111]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001442228","5.8.6","0","","","","0"
"2016","New Brunswick","2016A000213","Oilseed and grain farming [1111]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001442229","5.8.7","0","","","","0"
"2016","New Brunswick","2016A000213","Vegetable and melon farming [1112]","All educational attainments","Farm operators","372","units ","0","v1001442230","5.9.1","320","","","","0"
"2016","New Brunswick","2016A000213","Vegetable and melon farming [1112]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001442231","5.9.2","50","E","","","0"
"2016","New Brunswick","2016A000213","Vegetable and melon farming [1112]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001442232","5.9.3","95","","","","0"
